fecha,lote_id,nombre_finca,demanda_urea_kg_ha,demanda_fungicida_l_ha,demanda_gasoil_l_ha,costo_insumos_usd_ha,costo_total_lote_usd
2026-10-05,LOT-004,Finca 3,34.1,0.0,5.7,28.38,11119.28
2026-10-12,LOT-004,Finca 3,33.9,0.0,4.4,26.68,10453.62
2026-10-19,LOT-004,Finca 3,39.3,0.0,5.6,31.53,12355.41
2026-10-26,LOT-004,Finca 3,44.1,0.0,5.5,34.44,13492.81
2026-11-02,LOT-004,Finca 3,47.9,2.1,5.5,76.67,30038.91
2026-11-09,LOT-004,Finca 3,40.8,2.3,5.4,75.89,29734.49
2026-11-16,LOT-004,Finca 3,37.3,2.0,5.8,68.48,26829.29
2026-11-23,LOT-004,Finca 3,35.1,2.4,4.4,72.99,28597.09
2026-11-30,LOT-004,Finca 3,44.2,2.6,5.8,84.24,33004.45
2026-12-07,LOT-004,Finca 3,35.8,2.7,6.3,81.45,31912.11
2026-12-14,LOT-004,Finca 3,46.2,2.6,6.2,85.98,33687.75
2026-12-21,LOT-004,Finca 3,37.3,2.5,5.9,78.11,30604.67
2026-12-28,LOT-004,Finca 3,34.7,2.2,5.1,69.83,27360.18
2027-01-04,LOT-004,Finca 3,0.0,2.7,6.5,59.17,23180.85
2027-01-11,LOT-004,Finca 3,0.0,2.6,5.6,56.18,22009.76
2027-01-18,LOT-004,Finca 3,0.0,3.0,5.5,63.69,24951.78
2027-01-25,LOT-004,Finca 3,0.0,2.7,5.5,57.98,22717.35
2027-02-01,LOT-004,Finca 3,0.0,2.4,4.4,50.95,19961.43
2027-02-08,LOT-004,Finca 3,0.0,2.7,5.7,58.22,22812.16
2027-02-15,LOT-004,Finca 3,0.0,2.2,5.6,48.62,19049.32
2027-02-22,LOT-004,Finca 3,0.0,2.7,5.5,58.01,22727.93
2027-03-01,LOT-004,Finca 3,0.0,2.4,5.0,51.7,20255.28
2027-03-08,LOT-004,Finca 3,0.0,2.1,4.9,45.89,17980.49
2027-03-15,LOT-004,Finca 3,0.0,2.8,5.8,60.3,23626.32
2027-03-22,LOT-004,Finca 3,0.0,2.4,5.8,52.69,20643.94
2027-03-29,LOT-004,Finca 3,0.0,2.7,5.1,57.58,22559.45
2027-04-05,LOT-004,Finca 3,0.0,0.0,5.6,6.78,2654.84
2027-04-12,LOT-004,Finca 3,0.0,0.0,6.0,7.26,2844.47
2027-04-19,LOT-004,Finca 3,0.0,0.0,7.5,9.07,3555.59
2027-04-26,LOT-004,Finca 3,0.0,0.0,6.6,8.05,3154.77
2027-05-03,LOT-004,Finca 3,0.0,0.0,6.7,8.17,3202.57
2027-05-10,LOT-004,Finca 3,0.0,0.0,5.7,6.95,2724.58
2027-05-17,LOT-004,Finca 3,0.0,0.0,6.4,7.81,3059.17
2027-05-24,LOT-004,Finca 3,0.0,0.0,5.4,6.59,2581.18
2027-05-31,LOT-004,Finca 3,0.0,0.0,5.9,7.2,2820.18
2027-06-07,LOT-004,Finca 3,0.0,0.0,5.4,6.59,2581.18
2027-06-14,LOT-004,Finca 3,0.0,0.0,6.5,7.93,3106.97
2027-06-21,LOT-004,Finca 3,0.0,0.0,5.4,6.59,2581.18
2027-06-28,LOT-004,Finca 3,0.0,0.0,6.6,8.05,3154.77
2027-07-05,LOT-004,Finca 3,0.0,0.0,6.4,7.81,3059.17
2027-07-12,LOT-004,Finca 3,0.0,0.0,5.5,6.71,2628.98
2027-07-19,LOT-004,Finca 3,0.0,0.0,6.3,7.69,3011.37
2027-07-26,LOT-004,Finca 3,0.0,0.0,5.6,6.83,2676.78
2027-08-02,LOT-004,Finca 3,0.0,0.0,6.5,7.93,3106.97
2026-08-10,LOT-005,Finca 5,0.0,0.0,6.2,7.5,1048.03
2026-08-17,LOT-005,Finca 5,0.0,0.0,5.2,6.29,878.99
2026-08-24,LOT-005,Finca 5,0.0,0.0,5.6,6.78,946.61
2026-08-31,LOT-005,Finca 5,0.0,0.0,6.8,8.23,1149.45
2026-09-07,LOT-005,Finca 5,38.0,0.0,5.5,30.59,4274.12
2026-09-14,LOT-005,Finca 5,40.6,0.0,5.0,31.63,4418.43
2026-09-21,LOT-005,Finca 5,41.2,0.0,5.8,32.97,4606.47
2026-09-28,LOT-005,Finca 5,39.3,0.0,5.4,31.29,4371.63
2026-10-05,LOT-005,Finca 5,37.4,0.0,5.9,30.7,4288.93
2026-10-12,LOT-005,Finca 5,51.2,0.0,4.9,38.19,5334.44
2026-10-19,LOT-005,Finca 5,45.2,0.0,5.2,34.77,4857.09
2026-10-26,LOT-005,Finca 5,46.1,0.0,5.4,35.58,4970.11
2026-11-02,LOT-005,Finca 5,41.4,2.1,4.9,71.85,10037.17
2026-11-09,LOT-005,Finca 5,49.3,2.1,5.1,77.09,10769.19
2026-11-16,LOT-005,Finca 5,39.9,3.1,5.9,91.11,12728.63
2026-11-23,LOT-005,Finca 5,44.3,2.4,5.9,80.6,11259.82
2026-11-30,LOT-005,Finca 5,42.4,1.8,5.4,67.43,9419.69
2026-12-07,LOT-005,Finca 5,38.9,2.3,6.6,76.17,10640.95
2026-12-14,LOT-005,Finca 5,50.6,2.6,4.8,87.06,12162.28
2026-12-21,LOT-005,Finca 5,33.7,2.0,6.1,66.59,9302.9
2026-12-28,LOT-005,Finca 5,47.1,2.1,5.3,75.99,10615.24
2027-01-04,LOT-005,Finca 5,0.0,2.5,6.1,54.88,7666.88
2027-01-11,LOT-005,Finca 5,0.0,1.8,6.4,41.94,5859.58
2027-01-18,LOT-005,Finca 5,0.0,2.7,4.7,57.01,7964.86
2027-01-25,LOT-005,Finca 5,0.0,2.9,4.3,60.33,8428.38
2027-02-01,LOT-005,Finca 5,0.0,2.7,6.2,58.83,8218.41
2027-02-08,LOT-005,Finca 5,0.0,2.5,5.2,53.82,7518.23
2027-02-15,LOT-005,Finca 5,0.0,2.0,5.3,44.45,6210.08
2027-02-22,LOT-005,Finca 5,0.0,2.0,5.9,45.18,6311.51
2027-03-01,LOT-005,Finca 5,0.0,2.3,5.4,50.28,7024.12
2027-03-08,LOT-005,Finca 5,0.0,1.9,4.8,41.97,5862.51
2027-03-15,LOT-005,Finca 5,0.0,2.9,4.7,60.87,8504.1
2027-03-22,LOT-005,Finca 5,0.0,2.6,4.2,54.56,7622.03
2027-03-29,LOT-005,Finca 5,0.0,2.8,5.1,59.48,8309.78
2027-04-05,LOT-005,Finca 5,0.0,0.0,6.1,7.38,1031.13
2027-04-12,LOT-005,Finca 5,0.0,0.0,5.3,6.41,895.9
2027-04-19,LOT-005,Finca 5,0.0,0.0,6.9,8.35,1166.36
2027-04-26,LOT-005,Finca 5,0.0,0.0,5.5,6.71,937.39
2027-05-03,LOT-005,Finca 5,0.0,0.0,6.5,7.93,1107.82
2027-05-10,LOT-005,Finca 5,0.0,0.0,6.1,7.44,1039.65
2027-05-17,LOT-005,Finca 5,0.0,0.0,5.7,6.95,971.47
2027-05-24,LOT-005,Finca 5,0.0,0.0,6.4,7.81,1090.78
2027-05-31,LOT-005,Finca 5,0.0,0.0,5.9,7.2,1005.56
2027-06-07,LOT-005,Finca 5,0.0,0.0,5.8,7.08,988.52
2027-06-14,LOT-005,Finca 5,0.0,0.0,6.6,8.05,1124.86
2027-06-21,LOT-005,Finca 5,0.0,0.0,6.3,7.69,1073.73
2027-06-28,LOT-005,Finca 5,0.0,0.0,5.4,6.59,920.34
2027-07-05,LOT-005,Finca 5,0.0,0.0,5.9,7.2,1005.56
2027-07-12,LOT-005,Finca 5,0.0,0.0,5.7,6.95,971.47
2027-07-19,LOT-005,Finca 5,0.0,0.0,6.4,7.81,1090.78
2027-07-26,LOT-005,Finca 5,0.0,0.0,6.7,8.17,1141.91
2027-08-02,LOT-005,Finca 5,0.0,0.0,6.2,7.56,1056.69
2026-08-10,LOT-006,Finca 1,0.0,0.0,6.2,7.5,1015.77
2026-08-17,LOT-006,Finca 1,0.0,0.0,5.6,6.78,917.47
2026-08-24,LOT-006,Finca 1,0.0,0.0,6.1,7.38,999.39
2026-08-31,LOT-006,Finca 1,0.0,0.0,6.1,7.38,999.39
2026-09-07,LOT-006,Finca 1,34.0,0.0,5.8,28.44,3850.51
2026-09-14,LOT-006,Finca 1,37.4,0.0,5.3,29.97,4058.61
2026-09-21,LOT-006,Finca 1,47.5,0.0,6.1,37.31,5051.23
2026-09-28,LOT-006,Finca 1,48.3,0.0,5.6,37.2,5037.56
2026-10-05,LOT-006,Finca 1,40.4,0.0,5.9,32.59,4412.82
2026-10-12,LOT-006,Finca 1,51.3,0.0,5.2,38.61,5227.93
2026-10-19,LOT-006,Finca 1,43.3,0.0,5.7,34.18,4627.43
2026-10-26,LOT-006,Finca 1,38.4,0.0,5.5,30.85,4176.68
2026-11-02,LOT-006,Finca 1,44.3,2.4,5.4,79.97,10828.07
2026-11-09,LOT-006,Finca 1,33.4,2.7,6.2,79.79,10803.57
2026-11-16,LOT-006,Finca 1,46.1,2.9,5.3,90.5,12253.43
2026-11-23,LOT-006,Finca 1,40.4,2.5,5.5,79.56,10772.02
2026-11-30,LOT-006,Finca 1,44.9,2.5,5.6,82.54,11175.65
2026-12-07,LOT-006,Finca 1,32.6,2.9,5.2,81.9,11089.4
2026-12-14,LOT-006,Finca 1,41.8,2.4,6.2,79.41,10752.38
2026-12-21,LOT-006,Finca 1,48.9,2.3,4.8,80.29,10871.54
2026-12-28,LOT-006,Finca 1,42.6,3.1,5.5,92.39,12510.01
2027-01-04,LOT-006,Finca 1,0.0,2.0,5.3,44.41,6013.52
2027-01-11,LOT-006,Finca 1,0.0,2.1,5.9,47.04,6369.08
2027-01-18,LOT-006,Finca 1,0.0,3.3,5.2,69.03,9345.99
2027-01-25,LOT-006,Finca 1,0.0,2.8,5.2,59.52,8059.01
2027-02-01,LOT-006,Finca 1,0.0,2.7,5.0,57.38,7768.85
2027-02-08,LOT-006,Finca 1,0.0,2.5,5.7,54.42,7368.74
2027-02-15,LOT-006,Finca 1,0.0,2.2,6.0,49.1,6648.68
2027-02-22,LOT-006,Finca 1,0.0,3.1,6.2,66.46,8999.23
2027-03-01,LOT-006,Finca 1,0.0,2.2,5.2,48.14,6517.61
2027-03-08,LOT-006,Finca 1,0.0,2.4,5.6,52.45,7101.46
2027-03-15,LOT-006,Finca 1,0.0,2.4,5.9,52.81,7150.61
2027-03-22,LOT-006,Finca 1,0.0,2.7,6.5,59.25,8021.91
2027-03-29,LOT-006,Finca 1,0.0,2.7,6.0,58.67,7943.65
2027-04-05,LOT-006,Finca 1,0.0,0.0,5.2,6.29,851.94
2027-04-12,LOT-006,Finca 1,0.0,0.0,6.1,7.38,999.39
2027-04-19,LOT-006,Finca 1,0.0,0.0,5.0,6.05,819.17
2027-04-26,LOT-006,Finca 1,0.0,0.0,6.1,7.44,1007.65
2027-05-03,LOT-006,Finca 1,0.0,0.0,5.6,6.83,925.05
2027-05-10,LOT-006,Finca 1,0.0,0.0,5.6,6.83,925.05
2027-05-17,LOT-006,Finca 1,0.0,0.0,6.0,7.32,991.13
2027-05-24,LOT-006,Finca 1,0.0,0.0,6.4,7.81,1057.2
2027-05-31,LOT-006,Finca 1,0.0,0.0,6.5,7.93,1073.72
2027-06-07,LOT-006,Finca 1,0.0,0.0,5.2,6.34,858.98
2027-06-14,LOT-006,Finca 1,0.0,0.0,6.0,7.32,991.13
2027-06-21,LOT-006,Finca 1,0.0,0.0,6.6,8.05,1090.24
2027-06-28,LOT-006,Finca 1,0.0,0.0,5.7,6.95,941.57
2027-07-05,LOT-006,Finca 1,0.0,0.0,5.6,6.83,925.05
2027-07-12,LOT-006,Finca 1,0.0,0.0,5.7,6.95,941.57
2027-07-19,LOT-006,Finca 1,0.0,0.0,6.5,7.93,1073.72
2027-07-26,LOT-006,Finca 1,0.0,0.0,6.5,7.93,1073.72
2027-08-02,LOT-006,Finca 1,0.0,0.0,6.3,7.69,1040.68
2026-08-10,LOT-007,Finca 2,0.0,0.0,5.5,6.65,1541.96
2026-08-17,LOT-007,Finca 2,0.0,0.0,6.0,7.26,1682.14
2026-08-24,LOT-007,Finca 2,0.0,0.0,5.5,6.65,1541.96
2026-08-31,LOT-007,Finca 2,0.0,0.0,5.9,7.14,1654.11
2026-09-07,LOT-007,Finca 2,51.9,0.0,5.6,39.47,9145.89
2026-09-14,LOT-007,Finca 2,40.1,0.0,5.7,32.16,7451.47
2026-09-21,LOT-007,Finca 2,43.8,0.0,5.5,34.25,7935.49
2026-09-28,LOT-007,Finca 2,34.9,0.0,6.3,29.61,6860.64
2026-10-05,LOT-007,Finca 2,41.3,0.0,6.4,33.76,7822.89
2026-10-12,LOT-007,Finca 2,37.4,0.0,4.9,29.49,6833.06
2026-10-19,LOT-007,Finca 2,38.3,0.0,6.2,31.63,7328.9
2026-10-26,LOT-007,Finca 2,42.2,0.0,5.0,32.64,7561.76
2026-11-02,LOT-007,Finca 2,40.0,2.6,5.1,80.69,18696.57
2026-11-09,LOT-007,Finca 2,40.8,2.7,5.5,83.61,19371.28
2026-11-16,LOT-007,Finca 2,42.3,2.5,5.5,80.75,18710.7
2026-11-23,LOT-007,Finca 2,39.5,2.0,5.1,69.02,15991.01
2026-11-30,LOT-007,Finca 2,40.8,2.4,5.6,78.06,18085.58
2026-12-07,LOT-007,Finca 2,43.3,2.4,5.5,79.51,18422.47
2026-12-14,LOT-007,Finca 2,43.6,1.7,5.2,66.04,15302.16
2026-12-21,LOT-007,Finca 2,43.0,2.2,5.4,75.4,17470.64
2026-12-28,LOT-007,Finca 2,41.4,2.0,6.0,71.34,16529.94
2027-01-04,LOT-007,Finca 2,0.0,2.7,5.0,57.35,13287.99
2027-01-11,LOT-007,Finca 2,0.0,2.9,5.5,61.76,14308.63
2027-01-18,LOT-007,Finca 2,0.0,2.5,6.4,55.27,12805.83
2027-01-25,LOT-007,Finca 2,0.0,2.8,6.1,60.61,14043.11
2027-02-01,LOT-007,Finca 2,0.0,2.4,6.2,53.13,12309.29
2027-02-08,LOT-007,Finca 2,0.0,2.6,4.9,55.36,12825.75
2027-02-15,LOT-007,Finca 2,0.0,2.8,5.2,59.55,13797.27
2027-02-22,LOT-007,Finca 2,0.0,2.6,4.6,55.02,12747.67
2027-03-01,LOT-007,Finca 2,0.0,2.4,5.4,52.18,12090.57
2027-03-08,LOT-007,Finca 2,0.0,2.0,5.7,44.96,10416.54
2027-03-15,LOT-007,Finca 2,0.0,3.1,5.4,65.53,15182.61
2027-03-22,LOT-007,Finca 2,0.0,2.8,5.0,59.33,13747.69
2027-03-29,LOT-007,Finca 2,0.0,1.8,5.3,40.68,9426.71
