fecha,lote_id,nombre_finca,demanda_urea_kg_ha,demanda_fungicida_l_ha,demanda_gasoil_l_ha,costo_insumos_usd_ha,costo_total_lote_usd
2012-06-18,LOT-001,Finca 3,0.0,0.0,5.2,5.67,2474.67
2012-06-25,LOT-001,Finca 3,0.0,0.0,6.9,7.36,3215.46
2012-07-02,LOT-001,Finca 3,0.0,0.0,5.7,5.98,2609.57
2012-07-09,LOT-001,Finca 3,0.0,0.0,5.9,6.54,2857.21
2012-07-16,LOT-001,Finca 3,0.0,0.0,6.4,6.77,2955.52
2012-07-23,LOT-001,Finca 3,0.0,0.0,6.9,6.87,2998.07
2012-07-30,LOT-001,Finca 3,0.0,0.0,5.7,6.31,2753.44
2012-08-06,LOT-001,Finca 3,0.0,0.0,7.2,7.36,3213.5
2012-08-13,LOT-001,Finca 3,0.0,0.0,4.3,4.21,1836.14
2012-08-20,LOT-001,Finca 3,0.0,0.0,6.6,6.94,3029.23
2012-08-27,LOT-001,Finca 3,0.0,0.0,5.3,6.07,2652.06
2012-09-03,LOT-001,Finca 3,49.1,0.0,3.1,33.28,14530.12
2012-09-10,LOT-001,Finca 3,38.9,2.4,6.2,64.12,27996.19
2012-09-17,LOT-001,Finca 3,45.5,0.0,2.2,25.92,11317.02
2012-09-24,LOT-001,Finca 3,39.9,0.0,3.0,23.69,10342.1
2012-10-01,LOT-001,Finca 3,42.1,0.0,3.6,27.34,11938.5
2012-10-08,LOT-001,Finca 3,32.2,0.0,3.3,20.25,8839.41
2012-10-15,LOT-001,Finca 3,40.8,0.0,2.3,24.09,10517.1
2012-10-22,LOT-001,Finca 3,38.6,2.1,2.6,59.48,25967.9
2012-10-29,LOT-001,Finca 3,38.8,0.0,2.3,24.43,10664.62
2012-11-05,LOT-001,Finca 3,44.9,2.0,5.3,59.9,26153.08
2012-11-12,LOT-001,Finca 3,50.0,2.5,6.2,73.45,32069.17
2012-11-19,LOT-001,Finca 3,39.8,0.0,3.4,24.86,10855.9
2012-11-26,LOT-001,Finca 3,41.1,2.1,5.8,68.4,29864.89
2012-12-03,LOT-001,Finca 3,39.3,2.6,5.4,68.89,30075.44
2012-12-10,LOT-001,Finca 3,45.4,0.0,4.2,30.69,13399.98
2012-12-17,LOT-001,Finca 3,47.4,0.0,1.9,27.13,11845.2
2012-12-24,LOT-001,Finca 3,44.5,0.0,3.7,29.98,13088.57
2012-12-31,LOT-001,Finca 3,46.7,1.9,5.0,58.27,25442.52
2013-01-07,LOT-001,Finca 3,47.3,0.0,2.4,31.15,13601.0
2013-01-14,LOT-001,Finca 3,40.8,0.0,4.3,24.91,10875.69
2013-01-21,LOT-001,Finca 3,42.0,0.0,2.4,24.55,10718.06
2013-01-28,LOT-001,Finca 3,37.9,0.0,3.3,26.33,11496.28
2013-02-04,LOT-001,Finca 3,0.0,0.0,1.9,2.13,928.57
2013-02-11,LOT-001,Finca 3,0.0,0.0,2.8,3.17,1382.45
2013-02-18,LOT-001,Finca 3,0.0,0.0,3.3,3.63,1583.07
2013-02-25,LOT-001,Finca 3,0.0,0.0,4.0,4.24,1851.75
2013-03-04,LOT-001,Finca 3,0.0,0.0,3.5,3.68,1604.68
2013-03-11,LOT-001,Finca 3,0.0,0.0,2.4,2.67,1166.43
2013-03-18,LOT-001,Finca 3,0.0,0.0,3.9,4.18,1824.68
2013-03-25,LOT-001,Finca 3,0.0,0.0,2.8,3.01,1313.65
2013-04-01,LOT-001,Finca 3,0.0,0.0,5.0,5.76,2516.19
2013-04-08,LOT-001,Finca 3,0.0,0.0,5.9,5.69,2482.72
2013-04-15,LOT-001,Finca 3,0.0,0.0,7.2,7.08,3090.7
2013-04-22,LOT-001,Finca 3,0.0,0.0,6.1,6.62,2891.5
2013-04-29,LOT-001,Finca 3,0.0,0.0,6.0,6.25,2728.93
2013-05-06,LOT-001,Finca 3,0.0,0.0,7.3,8.11,3542.5
2013-05-13,LOT-001,Finca 3,0.0,0.0,4.9,5.24,2289.23
2013-05-20,LOT-001,Finca 3,0.0,0.0,5.0,5.22,2279.09
2013-05-27,LOT-001,Finca 3,0.0,0.0,4.7,5.6,2445.71
2013-06-03,LOT-001,Finca 3,0.0,0.0,6.3,6.74,2942.24
2013-06-10,LOT-001,Finca 3,0.0,0.0,6.1,6.93,3025.86
2013-06-17,LOT-001,Finca 3,0.0,0.0,7.2,8.17,3569.05
2013-06-24,LOT-001,Finca 3,0.0,0.0,6.2,6.75,2948.06
2013-07-01,LOT-001,Finca 3,0.0,0.0,5.7,6.02,2627.14
2013-07-08,LOT-001,Finca 3,0.0,0.0,6.0,6.3,2751.24
2013-07-15,LOT-001,Finca 3,0.0,0.0,6.1,6.64,2900.18
2013-07-22,LOT-001,Finca 3,0.0,0.0,4.7,5.22,2279.97
2013-07-29,LOT-001,Finca 3,0.0,0.0,8.2,8.58,3744.58
2013-08-05,LOT-001,Finca 3,0.0,0.0,6.4,7.12,3109.31
2013-08-12,LOT-001,Finca 3,0.0,0.0,6.2,6.72,2935.32
2013-08-19,LOT-001,Finca 3,0.0,0.0,6.5,7.27,3174.6
2013-08-26,LOT-001,Finca 3,0.0,0.0,6.6,7.03,3068.1
2013-09-02,LOT-001,Finca 3,41.6,0.0,2.5,28.35,12378.17
2013-09-09,LOT-001,Finca 3,45.3,2.3,4.9,74.29,32434.02
2013-09-16,LOT-001,Finca 3,49.4,0.0,3.2,30.92,13499.82
2013-09-23,LOT-001,Finca 3,45.9,0.0,4.1,32.55,14209.2
2013-09-30,LOT-001,Finca 3,42.4,2.3,6.1,70.57,30810.76
2013-10-07,LOT-001,Finca 3,38.7,0.0,3.0,22.97,10030.27
2013-10-14,LOT-001,Finca 3,42.9,0.0,2.2,25.95,11329.47
2013-10-21,LOT-001,Finca 3,53.9,0.0,1.9,33.18,14485.19
2013-10-28,LOT-001,Finca 3,35.8,2.6,6.1,75.45,32942.91
2013-11-04,LOT-001,Finca 3,37.2,2.4,6.7,70.51,30784.03
2013-11-11,LOT-001,Finca 3,42.1,0.0,5.1,31.39,13705.1
2013-11-18,LOT-001,Finca 3,33.7,2.4,6.4,62.22,27164.05
2013-11-25,LOT-001,Finca 3,46.7,0.0,2.8,28.77,12561.76
2013-12-02,LOT-001,Finca 3,40.8,2.3,6.2,71.42,31180.49
2013-12-09,LOT-001,Finca 3,45.3,0.0,3.8,28.64,12503.3
2013-12-16,LOT-001,Finca 3,37.2,2.1,4.7,58.87,25701.82
2013-12-23,LOT-001,Finca 3,40.4,2.5,5.6,70.86,30936.56
2013-12-30,LOT-001,Finca 3,55.3,0.0,3.2,32.82,14329.8
2014-01-06,LOT-001,Finca 3,42.6,0.0,3.1,31.07,13566.54
2014-01-13,LOT-001,Finca 3,39.1,0.0,3.0,24.78,10819.74
2014-01-20,LOT-001,Finca 3,47.9,0.0,3.1,29.79,13006.21
2014-01-27,LOT-001,Finca 3,38.3,0.0,2.3,20.41,8908.9
2014-02-03,LOT-001,Finca 3,0.0,0.0,2.6,2.9,1267.81
2014-02-10,LOT-001,Finca 3,0.0,0.0,3.1,3.24,1415.73
2014-02-17,LOT-001,Finca 3,0.0,0.0,4.0,4.27,1864.83
2014-02-24,LOT-001,Finca 3,0.0,0.0,1.9,2.16,942.59
2014-03-03,LOT-001,Finca 3,0.0,0.0,2.7,2.66,1162.15
2014-03-10,LOT-001,Finca 3,0.0,0.0,3.1,3.49,1523.43
2014-03-17,LOT-001,Finca 3,0.0,0.0,1.5,1.55,676.02
2014-03-24,LOT-001,Finca 3,0.0,0.0,2.3,2.4,1049.2
2014-03-31,LOT-001,Finca 3,0.0,0.0,2.5,2.43,1061.61
2014-04-07,LOT-001,Finca 3,0.0,0.0,5.4,5.42,2365.0
2014-04-14,LOT-001,Finca 3,0.0,0.0,6.2,7.08,3089.62
2014-04-21,LOT-001,Finca 3,0.0,0.0,5.9,6.69,2922.41
2014-04-28,LOT-001,Finca 3,0.0,0.0,5.6,6.33,2765.24
2014-05-05,LOT-001,Finca 3,0.0,0.0,6.3,7.1,3101.37
2014-05-12,LOT-001,Finca 3,0.0,0.0,7.4,7.97,3479.15
2014-05-19,LOT-001,Finca 3,0.0,0.0,7.3,7.97,3479.45
2014-05-26,LOT-001,Finca 3,0.0,0.0,4.5,5.35,2337.62
2014-06-02,LOT-001,Finca 3,0.0,0.0,6.5,7.11,3103.28
2014-06-09,LOT-001,Finca 3,0.0,0.0,5.9,6.56,2864.31
2014-06-16,LOT-001,Finca 3,0.0,0.0,6.1,6.19,2700.53
2014-06-23,LOT-001,Finca 3,0.0,0.0,5.7,6.08,2654.12
2014-06-30,LOT-001,Finca 3,0.0,0.0,6.1,6.16,2687.28
2014-07-07,LOT-001,Finca 3,0.0,0.0,6.1,6.73,2939.73
2014-07-14,LOT-001,Finca 3,0.0,0.0,5.5,6.37,2779.99
2014-07-21,LOT-001,Finca 3,0.0,0.0,5.3,5.76,2514.1
2014-07-28,LOT-001,Finca 3,0.0,0.0,5.6,6.49,2832.31
2014-08-04,LOT-001,Finca 3,0.0,0.0,6.2,6.99,3052.61
2014-08-11,LOT-001,Finca 3,0.0,0.0,6.5,6.87,2998.55
2014-08-18,LOT-001,Finca 3,0.0,0.0,6.7,7.62,3326.13
2014-08-25,LOT-001,Finca 3,0.0,0.0,5.6,6.17,2691.69
2014-09-01,LOT-001,Finca 3,43.7,0.0,3.8,26.9,11742.76
2014-09-08,LOT-001,Finca 3,48.1,0.0,3.0,27.39,11960.07
2014-09-15,LOT-001,Finca 3,41.2,2.3,4.6,70.54,30796.73
2014-09-22,LOT-001,Finca 3,41.3,0.0,3.6,29.93,13068.2
2014-09-29,LOT-001,Finca 3,45.5,0.0,2.8,27.81,12140.22
2014-10-06,LOT-001,Finca 3,43.4,0.0,2.3,27.8,12138.18
2014-10-13,LOT-001,Finca 3,45.8,0.0,2.9,30.26,13209.5
2014-10-20,LOT-001,Finca 3,40.9,2.1,5.4,63.96,27925.6
2014-10-27,LOT-001,Finca 3,40.0,0.0,3.5,27.18,11865.29
2014-11-03,LOT-001,Finca 3,40.3,2.7,6.7,77.97,34040.6
2014-11-10,LOT-001,Finca 3,37.8,2.2,5.0,69.9,30516.22
2014-11-17,LOT-001,Finca 3,40.7,2.8,5.3,77.78,33960.01
2014-11-24,LOT-001,Finca 3,44.1,0.0,3.4,30.09,13137.79
2014-12-01,LOT-001,Finca 3,37.3,1.9,4.5,56.62,24720.05
2014-12-08,LOT-001,Finca 3,37.9,1.3,5.9,47.58,20773.05
2014-12-15,LOT-001,Finca 3,52.6,0.0,3.1,35.3,15413.1
2014-12-22,LOT-001,Finca 3,35.2,2.0,5.1,58.95,25737.87
2014-12-29,LOT-001,Finca 3,37.2,2.5,6.1,68.09,29726.81
2015-01-05,LOT-001,Finca 3,36.5,0.0,3.6,24.13,10536.12
2015-01-12,LOT-001,Finca 3,49.9,0.0,4.5,34.75,15169.77
2015-01-19,LOT-001,Finca 3,56.6,0.0,2.3,36.4,15894.41
2015-01-26,LOT-001,Finca 3,56.4,0.0,2.7,36.3,15846.61
2015-02-02,LOT-001,Finca 3,0.0,0.0,2.5,2.93,1279.32
2015-02-09,LOT-001,Finca 3,0.0,0.0,3.3,3.39,1481.0
2015-02-16,LOT-001,Finca 3,0.0,0.0,2.5,2.84,1239.28
2015-02-23,LOT-001,Finca 3,0.0,0.0,3.3,3.75,1637.57
2015-03-02,LOT-001,Finca 3,0.0,0.0,1.9,2.02,882.67
2015-03-09,LOT-001,Finca 3,0.0,0.0,2.8,2.87,1250.94
2015-03-16,LOT-001,Finca 3,0.0,0.0,4.0,4.51,1969.89
2015-03-23,LOT-001,Finca 3,0.0,0.0,3.0,3.52,1534.94
2015-03-30,LOT-001,Finca 3,0.0,0.0,3.1,3.27,1427.22
2015-04-06,LOT-001,Finca 3,0.0,0.0,6.4,7.15,3119.87
2015-04-13,LOT-001,Finca 3,0.0,0.0,6.9,7.21,3149.63
2015-04-20,LOT-001,Finca 3,0.0,0.0,4.7,4.91,2143.54
2015-04-27,LOT-001,Finca 3,0.0,0.0,6.5,6.92,3021.43
2015-05-04,LOT-001,Finca 3,0.0,0.0,5.8,6.71,2930.1
2015-05-11,LOT-001,Finca 3,0.0,0.0,6.1,6.81,2972.36
2015-05-18,LOT-001,Finca 3,0.0,0.0,6.8,7.33,3199.11
2015-05-25,LOT-001,Finca 3,0.0,0.0,5.0,5.3,2312.62
2015-06-01,LOT-001,Finca 3,0.0,0.0,5.2,5.86,2560.47
2015-06-08,LOT-001,Finca 3,0.0,0.0,4.5,5.21,2274.0
2015-06-15,LOT-001,Finca 3,0.0,0.0,5.6,6.06,2646.29
2015-06-22,LOT-001,Finca 3,0.0,0.0,7.1,7.42,3238.51
2015-06-29,LOT-001,Finca 3,0.0,0.0,5.9,6.32,2757.9
2015-07-06,LOT-001,Finca 3,0.0,0.0,4.9,5.27,2302.13
2015-07-13,LOT-001,Finca 3,0.0,0.0,5.6,6.12,2670.46
2015-07-20,LOT-001,Finca 3,0.0,0.0,4.8,5.34,2330.91
2015-07-27,LOT-001,Finca 3,0.0,0.0,5.1,5.97,2605.12
2015-08-03,LOT-001,Finca 3,0.0,0.0,6.3,6.75,2948.29
2015-08-10,LOT-001,Finca 3,0.0,0.0,5.1,5.62,2452.64
2015-08-17,LOT-001,Finca 3,0.0,0.0,6.9,7.51,3278.96
2015-08-24,LOT-001,Finca 3,0.0,0.0,5.9,6.48,2828.29
2015-08-31,LOT-001,Finca 3,0.0,0.0,6.1,6.74,2940.94
2015-09-07,LOT-001,Finca 3,40.9,2.4,6.1,71.94,31409.6
2015-09-14,LOT-001,Finca 3,44.0,0.0,3.5,29.23,12759.79
2015-09-21,LOT-001,Finca 3,41.2,0.0,3.4,29.16,12733.4
2015-09-28,LOT-001,Finca 3,40.6,0.0,3.0,28.23,12325.89
2015-10-05,LOT-001,Finca 3,40.9,0.0,2.6,27.46,11988.66
2015-10-12,LOT-001,Finca 3,38.8,0.0,3.4,22.91,10003.36
2015-10-19,LOT-001,Finca 3,48.8,0.0,3.9,35.94,15692.14
2015-10-26,LOT-001,Finca 3,36.0,2.6,5.2,68.26,29802.72
2015-11-02,LOT-001,Finca 3,45.3,1.9,5.6,69.68,30423.53
2015-11-09,LOT-001,Finca 3,43.9,1.8,6.0,61.64,26913.69
2015-11-16,LOT-001,Finca 3,49.0,2.1,6.6,73.95,32288.23
2015-11-23,LOT-001,Finca 3,41.3,2.5,3.7,69.33,30270.66
2015-11-30,LOT-001,Finca 3,54.4,2.6,5.3,83.2,36324.13
2015-12-07,LOT-001,Finca 3,32.4,2.3,4.3,65.31,28513.91
2015-12-14,LOT-001,Finca 3,44.5,2.3,4.7,67.25,29362.8
2015-12-21,LOT-001,Finca 3,47.9,2.4,6.3,72.78,31777.09
2015-12-28,LOT-001,Finca 3,42.3,1.8,6.3,62.76,27399.12
2016-01-04,LOT-001,Finca 3,40.9,0.0,1.9,26.13,11409.91
2016-01-11,LOT-001,Finca 3,49.0,0.0,4.7,34.58,15095.46
2016-01-18,LOT-001,Finca 3,42.1,0.0,4.7,31.19,13619.63
2016-01-25,LOT-001,Finca 3,42.7,0.0,2.7,28.64,12503.14
2016-02-01,LOT-001,Finca 3,0.0,0.0,2.5,2.89,1263.93
2016-02-08,LOT-001,Finca 3,0.0,0.0,4.3,4.05,1768.7
2016-02-15,LOT-001,Finca 3,0.0,0.0,2.4,2.49,1089.18
2016-02-22,LOT-001,Finca 3,0.0,0.0,3.6,4.16,1817.27
2016-02-29,LOT-001,Finca 3,0.0,0.0,2.6,2.91,1270.52
2016-03-07,LOT-001,Finca 3,0.0,0.0,2.6,2.87,1252.44
2016-03-14,LOT-001,Finca 3,0.0,0.0,3.8,4.47,1953.49
2016-03-21,LOT-001,Finca 3,0.0,0.0,2.7,3.02,1318.31
2016-03-28,LOT-001,Finca 3,0.0,0.0,2.7,2.78,1215.15
2016-04-04,LOT-001,Finca 3,0.0,0.0,6.9,7.73,3377.1
2016-04-11,LOT-001,Finca 3,0.0,0.0,7.3,8.08,3527.07
2016-04-18,LOT-001,Finca 3,0.0,0.0,6.5,7.49,3271.49
2016-04-25,LOT-001,Finca 3,0.0,0.0,5.5,6.13,2677.81
2016-05-02,LOT-001,Finca 3,0.0,0.0,5.6,6.09,2660.97
2016-05-09,LOT-001,Finca 3,0.0,0.0,6.1,6.67,2912.26
2016-05-16,LOT-001,Finca 3,0.0,0.0,6.3,6.51,2840.96
2016-05-23,LOT-001,Finca 3,0.0,0.0,5.2,5.94,2593.0
2016-05-30,LOT-001,Finca 3,0.0,0.0,6.6,6.78,2958.31
2016-06-06,LOT-001,Finca 3,0.0,0.0,6.1,6.98,3046.89
2016-06-13,LOT-001,Finca 3,0.0,0.0,4.6,5.09,2222.37
2016-06-20,LOT-001,Finca 3,0.0,0.0,5.3,5.78,2524.66
2016-06-27,LOT-001,Finca 3,0.0,0.0,5.6,6.27,2736.74
2016-07-04,LOT-001,Finca 3,0.0,0.0,5.9,6.89,3009.22
2016-07-11,LOT-001,Finca 3,0.0,0.0,7.5,8.41,3673.03
2016-07-18,LOT-001,Finca 3,0.0,0.0,6.2,6.62,2891.98
2016-07-25,LOT-001,Finca 3,0.0,0.0,5.3,6.07,2651.57
2016-08-01,LOT-001,Finca 3,0.0,0.0,6.2,5.99,2615.76
2016-08-08,LOT-001,Finca 3,0.0,0.0,5.7,7.09,3095.81
2016-08-15,LOT-001,Finca 3,0.0,0.0,6.3,6.82,2979.0
